Game ID, Expected payoff of player1 from approx, Expected payoff of player1 real, epsilon player1, Expected payoff of player2 from approx, Expected payoff of player2 real, epsilon player2, player_1_strategy, player_2_strategy
1902, 0.710527, 0.545636, -0.164891, 0.583334, 0.520467, -0.062866, "[0.0, 0.0, 1.0, 0.0]", "[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
1903, 0.710527, 0.504916, -0.20561, 0.583334, 0.515972, -0.067362, "[0.0, 0.0, 1.0, 0.0]", "[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
1904, 0.625, 0.9375, 0.3125, 0.852941, 0.0, -0.852941, "[0.0, 0.0, 1.0]", "[0.5, 0.5]"
1905, 0.539474, 0.894737, 0.355263, 0.723684, 0.842105, 0.118421, "[0.0, 0.0, 0.0, 0.5, 0.5]", "[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
1906, 0.539474, 0.576684, 0.03721, 0.723684, 0.513158, -0.210526, "[0.0, 0.0, 0.0, 0.5, 0.5]", "[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
1907, 0.539474, 0.587756, 0.048282, 0.723684, 0.52193, -0.201755, "[0.0, 0.0, 0.0, 0.5, 0.5]", "[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
1908, 0.75, 1.0, 0.25, 0.397059, 0.823529, 0.42647, "[0.5, 0.0, 0.0, 0.5]", "[0.5, 0.5, 0.0, 0.0]"
1909, 0.802632, 0.842105, 0.039473, 0.592105, 1.0, 0.407895, "[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5]", "[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1910, 0.802632, 0.638444, -0.164188, 0.592105, 0.606316, 0.014211, "[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5]", "[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1911, 0.802632, 0.56931, -0.233321, 0.592105, 0.586986, -0.005119, "[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5]", "[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1912, 0.882353, 0.470588, -0.411765, 0.868421, 0.894737, 0.026316, "[1.0, 0.0]", "[0.0, 0.5, 0.0, 0.0, 0.5, 0.0]"
1913, 0.552632, 0.842105, 0.289474, 0.736842, 0.842105, 0.105263, "[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.5, 0.0]"
1914, 0.552632, 0.755981, 0.203349, 0.736842, 0.679634, -0.057208, "[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.5, 0.0]"
1915, 0.552632, 0.719772, 0.167141, 0.736842, 0.611238, -0.125604, "[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.5, 0.0]"
1916, 0.789473, 0.263158, -0.526315, 0.947368, 0.842105, -0.105264, "[0.0, 0.0, 1.0, 0.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]"
1917, 0.789473, 0.345029, -0.444444, 0.947368, 0.757895, -0.189474, "[0.0, 0.0, 1.0, 0.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]"
1918, 0.789473, 0.754386, -0.035088, 0.947368, 0.859649, -0.087719, "[0.0, 0.0, 1.0, 0.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]"
1919, 0.861111, 0.722222, -0.138889, 0.81579, 1.0, 0.184211, "[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]", "[0.5, 0.5]"
1920, 0.81579, 1.0, 0.184211, 0.947368, 0.947368, -1e-06, "[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1921, 0.81579, 0.854251, 0.038462, 0.947368, 0.842105, -0.105263, "[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1922, 0.81579, 0.706767, -0.109023, 0.947368, 0.849624, -0.097745, "[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1923, 0.652778, 1.0, 0.347222, 0.472222, 0.666667, 0.194445, "[0.0, 0.5, 0.5, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0]"
1924, 0.652778, 0.833333, 0.180555, 0.472222, 1.0, 0.527778, "[0.0, 0.5, 0.5, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0]"
1925, 0.652778, 0.777778, 0.125, 0.472222, 0.631579, 0.159356, "[0.0, 0.5, 0.5, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0]"
1926, 0.652778, 0.777778, 0.125, 0.472222, 0.4, -0.072222, "[0.0, 0.5, 0.5, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0]"
1927, 0.652778, 0.777778, 0.125, 0.472222, 0.484849, 0.012626, "[0.0, 0.5, 0.5, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0]"
1928, 0.526316, 0.421053, -0.105263, 0.921052, 0.947368, 0.026315, "[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
1929, 0.68421, 0.578947, -0.105263, 0.411765, 1.0, 0.588235, "[0.5, 0.5, 0.0]", "[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
1930, 0.552632, 0.789474, 0.236843, 0.5, 1.0, 0.5, "[0.5, 0.5]", "[0.0, 0.5, 0.0, 0.5, 0.0, 0.0]"
1931, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, "[0.0, 1.0, 0.0]", "[0.0, 1.0, 0.0]"
1932, 0.736842, 0.736842, 0.0, 0.40625, 1.0, 0.59375, "[0.5, 0.5]", "[0.5, 0.0, 0.0, 0.5, 0.0]"
1933, 0.529412, 1.0, 0.470588, 0.882353, 0.764706, -0.117647, "[0.5, 0.5, 0.0, 0.0]", "[0.0, 0.0, 1.0]"
1934, 0.75, 0.947368, 0.197368, 0.75, 0.736842, -0.013158, "[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0]", "[0.0, 0.5, 0.5]"
1935, 0.75, 0.578948, -0.171052, 0.75, 0.596491, -0.153508, "[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0]", "[0.0, 0.5, 0.5]"
1936, 0.75, 0.831579, 0.081579, 0.75, 0.526316, -0.223684, "[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0]", "[0.0, 0.5, 0.5]"
1937, 0.381579, 0.614035, 0.232456, 0.472222, 0.672222, 0.2, "[0.5, 0.5, 0.0]", "[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1938, 0.5, 1.0, 0.5, 0.884616, 0.769231, -0.115384, "[0.5, 0.5]", "[1.0, 0.0]"
1939, 0.657894, 0.947368, 0.289473, 0.526316, 0.842105, 0.315789, "[0.0, 0.0, 0.0, 1.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5]"
1940, 0.642857, 0.545454, -0.097403, 0.666666, 0.538462, -0.128205, "[0.0, 1.0]", "[0.5, 0.5]"
1941, 0.638889, 0.777778, 0.138889, 0.6875, 1.0, 0.3125, "[1.0, 0.0]", "[0.0, 0.0, 0.0, 0.5, 0.5, 0.0]"
1942, 0.59375, 1.0, 0.40625, 0.708333, 0.722222, 0.013889, "[0.5, 0.5, 0.0]", "[0.5, 0.5]"
1943, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1944, 1.0, 0.789474, -0.210526, 1.0, 0.944444, -0.055556, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1945, 1.0, 0.696594, -0.303406, 1.0, 0.923077, -0.076923, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1946, 1.0, 0.663158, -0.336842, 1.0, 0.895061, -0.104939, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1947, 1.0, 0.572756, -0.427244, 1.0, 0.661266, -0.338734, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1948, 1.0, 0.740513, -0.259487, 1.0, 0.65633, -0.34367, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1949, 1.0, 0.602339, -0.397661, 1.0, 0.706699, -0.293301, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1950, 0.671052, 0.654971, -0.016082, 0.407895, 0.842105, 0.434211, "[0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
1951, 0.916666, 1.0, 0.083333, 0.947368, 0.894737, -0.052632, "[0.0, 0.5, 0.0, 0.5, 0.0]", "[1.0, 0.0, 0.0, 0.0]"
1952, 0.470588, 0.529412, 0.058824, 0.65, 1.0, 0.35, "[0.5, 0.5]", "[0.0, 0.5, 0.5]"
1953, 0.470588, 1.0, 0.529412, 0.65, 0.9, 0.25, "[0.5, 0.5]", "[0.0, 0.5, 0.5]"
1954, 0.470588, 0.45, -0.020588, 0.65, 0.75, 0.1, "[0.5, 0.5]", "[0.0, 0.5, 0.5]"
1955, 0.5, 1.0, 0.5, 0.526316, 0.947368, 0.421052, "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
1956, 0.5, 0.575851, 0.075851, 0.526316, 0.68421, 0.157895, "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
1957, 0.5, 0.684211, 0.184211, 0.526316, 0.715789, 0.189474, "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
1958, 0.5, 0.80233, 0.30233, 0.526316, 0.607613, 0.081297, "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
1959, 0.5, 0.772357, 0.272357, 0.526316, 0.604691, 0.078375, "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
1960, 0.513158, 0.394737, -0.118421, 0.661765, 0.798319, 0.136554, "[0.0, 0.5, 0.5]", "[0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
1961, 0.611111, 0.611111, -0.0, 0.526315, 0.947368, 0.421053, "[0.5, 0.0, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.5]"
1962, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 1.0, 0.0]"
1963, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 1.0, 0.0]"
1964, 1.0, 0.86, -0.14, 1.0, 0.647059, -0.352941, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 1.0, 0.0]"
1965, 0.68421, 1.0, 0.315789, 0.544118, 0.823529, 0.279411, "[0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.5, 0.5, 0.0]"
1966, 0.68421, 0.947368, 0.263157, 0.544118, 0.529412, -0.014706, "[0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.5, 0.5, 0.0]"
1967, 0.68421, 0.805668, 0.121457, 0.544118, 0.466667, -0.077451, "[0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.5, 0.5, 0.0]"
1968, 0.631579, 0.894737, 0.263158, 0.657894, 0.842105, 0.18421, "[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]", "[0.0, 0.5, 0.0, 0.5, 0.0]"
1969, 0.631579, 0.547049, -0.08453, 0.657894, 0.549474, -0.108421, "[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]", "[0.0, 0.5, 0.0, 0.5, 0.0]"
1970, 0.631579, 0.568964, -0.062615, 0.657894, 0.477921, -0.179973, "[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]", "[0.0, 0.5, 0.0, 0.5, 0.0]"
1971, 0.597222, 1.0, 0.402778, 0.546875, 0.75, 0.203125, "[0.0, 0.0, 0.5, 0.5]", "[0.0, 0.5, 0.5]"
1972, 0.605263, 0.631579, 0.026316, 0.944444, 0.722222, -0.222222, "[0.0, 0.0, 0.5, 0.5]", "[1.0, 0.0, 0.0, 0.0]"
1973, 0.605263, 1.0, 0.394737, 0.944444, 0.888889, -0.055555, "[0.0, 0.0, 0.5, 0.5]", "[1.0, 0.0, 0.0, 0.0]"
1974, 0.605263, 0.526316, -0.078947, 0.944444, 0.722222, -0.222222, "[0.0, 0.0, 0.5, 0.5]", "[1.0, 0.0, 0.0, 0.0]"
1975, 0.5, 0.692307, 0.192307, 0.5, 0.529411, 0.029411, "[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]", "[0.5, 0.5]"
1976, 0.973684, 0.947368, -0.026316, 0.710527, 1.0, 0.289473, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
1977, 0.973684, 0.763158, -0.210526, 0.710527, 0.805668, 0.095142, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
1978, 0.973684, 0.836032, -0.137652, 0.710527, 0.77938, 0.068854, "[1.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
1979, 0.625, 1.0, 0.375, 0.592106, 1.0, 0.407895, "[0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.5, 0.5, 0.0]"
1980, 0.625, 0.880953, 0.255952, 0.592106, 0.657895, 0.065789, "[0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.5, 0.5, 0.0]"
1981, 0.625, 0.774725, 0.149725, 0.592106, 0.590864, -0.001242, "[0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.5, 0.5, 0.0]"
1982, 0.473684, 0.789474, 0.315789, 0.473684, 0.639098, 0.165413, "[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
1983, 0.473684, 0.863158, 0.389473, 0.473684, 0.701755, 0.22807, "[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
1984, 0.473684, 0.743634, 0.269949, 0.473684, 0.63158, 0.157895, "[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5]"
1985, 0.944444, 0.878788, -0.065657, 0.605263, 0.548872, -0.056391, "[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]", "[1.0, 0.0, 0.0, 0.0]"
1986, 0.631579, 0.578947, -0.052632, 0.347222, 1.0, 0.652778, "[0.0, 0.5, 0.5]", "[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
1987, 0.633333, 1.0, 0.366667, 0.763889, 0.888889, 0.125, "[0.0, 0.5, 0.5, 0.0]", "[0.5, 0.5, 0.0, 0.0, 0.0, 0.0]"
1988, 0.75, 1.0, 0.25, 0.605263, 1.0, 0.394737, "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1989, 0.75, 0.736842, -0.013158, 0.605263, 0.813397, 0.208134, "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1990, 0.75, 0.669173, -0.080827, 0.605263, 0.798246, 0.192983, "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1991, 0.75, 0.594088, -0.155912, 0.605263, 0.681097, 0.075834, "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1992, 0.75, 0.687306, -0.062694, 0.605263, 0.795321, 0.190058, "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1993, 0.75, 0.776942, 0.026942, 0.605263, 0.732812, 0.127549, "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1994, 0.75, 0.699544, -0.050456, 0.605263, 0.756628, 0.151365, "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1995, 0.75, 0.781015, 0.031015, 0.605263, 0.675152, 0.069889, "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1996, 0.75, 0.673309, -0.076691, 0.605263, 0.677581, 0.072318, "[0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1997, 0.513158, 0.789474, 0.276316, 0.763158, 0.947368, 0.18421, "[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
1998, 0.514706, 0.411765, -0.102941, 0.541667, 1.0, 0.458333, "[0.5, 0.5, 0.0]", "[0.0, 0.5, 0.5]"
1999, 0.514706, 0.352941, -0.161765, 0.541667, 0.611111, 0.069444, "[0.5, 0.5, 0.0]", "[0.0, 0.5, 0.5]"
2000, 0.514706, 0.264706, -0.25, 0.541667, 0.458333, -0.083333, "[0.5, 0.5, 0.0]", "[0.0, 0.5, 0.5]"
2001, 0.973684, 0.947368, -0.026316, 0.68421, 0.684211, 0.0, "[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2002, 0.973684, 1.0, 0.026316, 0.68421, 1.0, 0.315789, "[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2003, 0.973684, 1.0, 0.026316, 0.68421, 0.842105, 0.157894, "[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2004, 0.973684, 1.0, 0.026316, 0.68421, 0.947368, 0.263157, "[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2005, 0.973684, 0.947368, -0.026316, 0.68421, 0.789474, 0.105264, "[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2006, 0.973684, 0.951127, -0.022557, 0.68421, 0.894737, 0.210526, "[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2007, 0.973684, 0.719546, -0.254138, 0.68421, 0.505887, -0.178323, "[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2008, 0.973684, 0.67307, -0.300614, 0.68421, 0.542215, -0.141995, "[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2009, 0.973684, 0.716219, -0.257465, 0.68421, 0.676271, -0.00794, "[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2010, 0.833333, 0.944444, 0.111111, 0.625, 0.777778, 0.152778, "[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]"
2011, 0.833333, 0.833333, -0.0, 0.625, 1.0, 0.375, "[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]"
2012, 0.833333, 0.751289, -0.082044, 0.625, 0.655434, 0.030434, "[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]"
2013, 0.5625, 0.5, -0.0625, 0.566667, 0.8, 0.233333, "[0.0, 0.5, 0.0, 0.5]", "[0.0, 0.5, 0.5]"
2014, 0.526316, 0.736842, 0.210526, 0.638889, 0.777778, 0.138889, "[0.5, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0]"
2015, 0.526316, 0.947368, 0.421052, 0.638889, 0.833333, 0.194444, "[0.5, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0]"
2016, 0.526316, 0.673562, 0.147246, 0.638889, 0.543478, -0.095411, "[0.5, 0.5, 0.0, 0.0]", "[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0]"
2017, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, "[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0]"
2018, 1.0, 0.877778, -0.122222, 1.0, 0.796296, -0.203704, "[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0]"
2019, 1.0, 0.843434, -0.156566, 1.0, 0.481482, -0.518518, "[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 1.0]"
2020, 0.842106, 0.755418, -0.086688, 0.972222, 0.65535, -0.316872, "[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.0, 0.5, 0.0]"
2021, 0.842106, 0.789475, -0.052631, 0.972222, 0.605903, -0.366319, "[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.0, 0.5, 0.0]"
2022, 0.842106, 0.705693, -0.136413, 0.972222, 0.500954, -0.471268, "[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.0, 0.5, 0.0]"
2023, 0.736842, 0.684211, -0.052631, 0.75, 1.0, 0.25, "[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5]", "[0.5, 0.5]"
2024, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, "[0.0, 1.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2025, 0.539474, 0.894737, 0.355263, 0.421052, 1.0, 0.578948, "[0.5, 0.5, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
2026, 0.539474, 1.0, 0.460526, 0.421052, 0.947368, 0.526315, "[0.5, 0.5, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
2027, 0.539474, 1.0, 0.460526, 0.421052, 0.894737, 0.473684, "[0.5, 0.5, 0.0, 0.0, 0.0]", "[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
2028, 0.868421, 1.0, 0.131579, 0.973684, 0.947368, -0.026316, "[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2029, 0.868421, 1.0, 0.131579, 0.973684, 0.736842, -0.236842, "[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2030, 0.868421, 0.766917, -0.101504, 0.973684, 0.501144, -0.47254, "[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2031, 0.868421, 0.708134, -0.160287, 0.973684, 0.568421, -0.405263, "[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2032, 0.868421, 0.859649, -0.008772, 0.973684, 0.605263, -0.368421, "[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2033, 0.868421, 0.686131, -0.18229, 0.973684, 0.55653, -0.417154, "[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2034, 0.868421, 0.688748, -0.179673, 0.973684, 0.517544, -0.45614, "[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2035, 0.868421, 0.715916, -0.152505, 0.973684, 0.453912, -0.519772, "[0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]", "[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
